name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
얼갈이 겉절이,얼갈이 겉절이,채소무침류,100ml,22,4.12,1.3,38.0,230.0,0.36,14.69,0.26,1.7,,,,,0.02,20.0,0.5800000000000001,24.92,,9.66,0.0,0.59
얼갈이 겉절이,얼갈이 겉절이,채소무침류,70ml,27,4.71,1.17,87.0,145.0,0.37,,,2.0,,,,,,68.0,0.602,21.87,,9.87,0.0,
얼갈이 겉절이,얼갈이 겉절이,채소무침류,130ml,25,4.09,1.14,82.0,153.0,0.34,,,2.1,,,,,,74.0,0.635,20.79,,8.97,0.0,
얼갈이 나물,얼갈이 나물,나물·숙채류,100ml,48,4.0,1.9,175.0,186.0,0.57,40.94,0.54,2.7,,,,,0.05,106.0,0.837,37.29,,17.59,0.0,0.7
얼갈이 나물,얼갈이 나물,나물·숙채류,100ml,48,3.96,1.9,173.0,187.0,0.58,40.89,0.54,2.7,,,,,0.05,106.0,0.8250000000000001,37.19,,17.63,0.0,0.7
얼갈이 된장국,얼갈이 된장국,된장국류,300ml,10,1.49,0.8,44.0,69.0,0.24,11.58,0.15,0.9,,,,,0.06,27.0,0.439,12.03,,4.82,0.0,0.13
얼갈이 된장국,얼갈이 된장국,된장국류,180ml,13,1.72,0.9,36.0,96.0,0.26,11.87,0.16,1.0,,,,,0.15,20.0,0.636,10.23,,3.57,0.0,0.14
얼갈이 된장국,얼갈이 된장국,된장국류,200ml,14,1.76,1.0,35.0,87.0,0.27,11.62,0.16,1.0,,,,,0.1,19.0,0.5730000000000001,10.58,,3.42,0.0,0.13
얼갈이 된장국,얼갈이 된장국,된장국류,320ml,11,1.56,0.9,34.0,84.0,0.21,10.6,0.17,0.9,,,,,0.05,21.0,0.514,11.04,,3.35,0.0,0.14
얼갈이배추김치,얼갈이배추김치,김치류,80g,63,10.94,1.59,57.0,189.0,0.51,18.31,0.35,1.7,1127.55,100.64,2.9,3.01,,109.0,0.125,18.13,0.0,0.04,0.0,
얼갈이배추김치,얼갈이배추김치,김치류,100g,30,4.37,1.88,125.0,201.0,0.39,,,3.3,,,,,,115.0,0.6150000000000001,,,5.36,0.0,
샌드위치_에그마요 소금빵,에그 샌드위치,빵 및 과자류,153g,259,,9.15,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그쉬림프 샌드위치,에그 샌드위치,빵 및 과자류,224g,205,,7.59,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그쏙텐더 샌드위치,에그 샌드위치,빵 및 과자류,325g,183,,6.77,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그튜나 샌드위치,에그 샌드위치,빵 및 과자류,268g,254,,8.96,,,,,,,,,,,,,0.0,,,,,
샌드위치_제주당근에그마요 샌드위치,에그 샌드위치,빵 및 과자류,139g,261,,10.0,,,,,,,,,,,,,0.0,,,,,
샌드위치_단호박 에그 샌드위치,에그 샌드위치,빵 및 과자류,190g,186,,6.32,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그마요 반미 샌드위치,에그 샌드위치,빵 및 과자류,302g,237,20.86,7.95,,,,,,,,,,,,,0.0,,,,,
샌드위치_햄에그 파니니,에그 샌드위치,빵 및 과자류,155g,304,,12.9,,,,,,,,,,,,,0.0,,,,,
샌드위치_딸기 에그 번 샌드위치,에그 샌드위치,빵 및 과자류,215g,286,,6.37,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그 반미 샌드위치,에그 샌드위치,빵 및 과자류,248g,316,,8.55,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그 번 샌드위치,에그 샌드위치,빵 및 과자류,200g,289,,6.95,,,,,,,,,,,,,0.0,,,,,
샌드위치_대만식 샌드위치 에그듬뿍샌드,에그 샌드위치,빵 및 과자류,80g,296,,7.5,,,,,,,,,,,,,0.0,,,,,
샌드위치_반반마요 에그 감자 샌드위치,에그 샌드위치,빵 및 과자류,285g,240,,9.12,,,,,,,,,,,,,0.0,,,,,
샌드위치_에그 마요 샌드위치,에그 샌드위치,빵 및 과자류,270g,241,,11.48,,,,,,,,,,,,,0.0,,,,,
에이드_라임 모히또,에이드,음료 및 차류,946g,52,12.79,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_라임 모히또,에이드,음료 및 차류,710g,33,8.17,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,946g,43,10.57,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,710g,31,7.61,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_유자 에이드,에이드,음료 및 차류,946g,62,11.52,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_유자 에이드,에이드,음료 및 차류,710g,58,10.56,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,946g,47,9.94,0.11,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,710g,41,9.01,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,946g,45,11.21,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,710g,34,8.45,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_메론소다 에이드,에이드,음료 및 차류,591g,35,,0.17,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,591g,35,,0.17,,,,,,,,,,,,,0.0,,,,,
에이드_크림소다 에이드,에이드,음료 및 차류,591g,35,,0.17,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,473g,25,,0.08,,,,,,,,,,,,,0.0,,,,,
에이드_샹그리아 에이드,에이드,음료 및 차류,473g,38,,0.08,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,473g,39,,0.19,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,473g,37,,0.08,,,,,,,,,,,,,0.0,,,,,
에이드_깔라만시 에이드,에이드,음료 및 차류,600g,36,,0.17,,,,,,,,,,,,,0.0,,,,,
에이드_딸기 에이드,에이드,음료 및 차류,612g,30,,0.33,,,,,,,,,,,,,0.0,,,,,
에이드_레모 네이드,에이드,음료 및 차류,625g,39,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_미초(석류) 에이드,에이드,음료 및 차류,650g,22,,0.15,,,,,,,,,,,,,0.0,,,,,
에이드_배 에이드,에이드,음료 및 차류,650g,45,,0.15,,,,,,,,,,,,,0.0,,,,,
에이드_복숭아 에이드,에이드,음료 및 차류,625g,39,,0.16,,,,,,,,,,,,,0.0,,,,,
에이드_삼라봉 에이드,에이드,음료 및 차류,613g,34,,0.49,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,625g,41,,0.16,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,600g,39,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_딸기 아사이 레모네이드 스타벅스 리프레셔,에이드,음료 및 차류,355g,30,,0.28,,,,,,,,,,,,,0.0,,,,,
에이드_딸기 스파클링 에이드,에이드,음료 및 차류,506g,33,8.5,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레드자몽 스파클링 에이드,에이드,음료 및 차류,422g,25,6.4,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_샤인머스캣 스파클링 에이드,에이드,음료 및 차류,506g,39,9.88,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_한라봉 스파클링 에이드,에이드,음료 및 차류,420g,39,9.05,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_그린애플 스파클링 에이드,에이드,음료 및 차류,600g,40,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 스파클링 에이드,에이드,음료 및 차류,360g,37,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_오렌지 스파클링 에이드,에이드,음료 및 차류,360g,33,,0.08,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 스파클링 에이드,에이드,음료 및 차류,360g,28,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_체리 레몬 에이드,에이드,음료 및 차류,360g,65,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,651g,29,,0.06,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,414g,28,,0.06,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,651g,31,,0.16,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,414g,30,,0.16,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,651g,30,,0.04,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,414g,32,,0.04,,,,,,,,,,,,,0.0,,,,,
에이드_오렌지 크러쉬드 에이드,에이드,음료 및 차류,410g,31,7.57,0.17,,,,,,,,,,,,,0.0,,,,,
에이드_제주 한라봉 크러쉬드 에이드,에이드,음료 및 차류,410g,86,21.09,0.22,,,,,,,,,,,,,0.0,,,,,
에이드_복숭아 에이드,에이드,음료 및 차류,473g,41,,0.21,,,,,,,,,,,,,0.0,,,,,
에이드_복숭아 에이드,에이드,음료 및 차류,591g,37,,0.17,,,,,,,,,,,,,0.0,,,,,
에이드_샤인머스캣청포도 에이드,에이드,음료 및 차류,473g,43,,0.16,,,,,,,,,,,,,0.0,,,,,
에이드_샤인머스캣청포도 에이드,에이드,음료 및 차류,591g,39,,0.13,,,,,,,,,,,,,0.0,,,,,
에이드_선샤인청귤 에이드,에이드,음료 및 차류,495g,35,,0.15,,,,,,,,,,,,,0.0,,,,,
에이드_선샤인청귤 에이드,에이드,음료 및 차류,555g,36,,0.14,,,,,,,,,,,,,0.0,,,,,
에이드_선샤인청사과 에이드,에이드,음료 및 차류,510g,45,,0.15,,,,,,,,,,,,,0.0,,,,,
에이드_선샤인청사과 에이드,에이드,음료 및 차류,565g,45,,0.13,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 스파클링,에이드,음료 및 차류,480g,44,,0.21,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 스파클링,에이드,음료 및 차류,615g,42,,0.16,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 스파클링,에이드,음료 및 차류,480g,42,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 스파클링,에이드,음료 및 차류,615g,39,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 스파클링,에이드,음료 및 차류,470g,46,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 스파클링,에이드,음료 및 차류,605g,46,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,501.7g,40,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_레몬 에이드,에이드,음료 및 차류,660.9g,43,,0.02,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,501.7g,45,,0.12,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 에이드,에이드,음료 및 차류,660.9g,49,,0.12,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,488g,43,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 에이드,에이드,음료 및 차류,634g,44,,0.0,,,,,,,,,,,,,0.0,,,,,
에이드_핑크리치 에이드,에이드,음료 및 차류,501.7g,42,,0.02,,,,,,,,,,,,,0.0,,,,,
에이드_핑크리치 에이드,에이드,음료 및 차류,660.9g,44,,0.02,,,,,,,,,,,,,0.0,,,,,
에이드_복숭아 자두 스파클링,에이드,음료 및 차류,472g,38,,0.21,,,,,,,,,,,,,0.0,,,,,
에이드_자몽 파인 스파클링,에이드,음료 및 차류,472g,45,,0.21,,,,,,,,,,,,,0.0,,,,,
에이드_청포도 스파클링,에이드,음료 및 차류,472g,43,,0.21,,,,,,,,,,,,,0.0,,,,,
연근전,연근전,전·적 및 부침류,108.4ml,82,10.21,1.9,12.0,163.0,0.4,9.38,0.17,1.2,,,,,0.21,7.0,0.169,6.36,,8.82,0.06,0.5
연근전,연근전,전·적 및 부침류,161ml,82,10.31,1.9,12.0,163.0,0.4,9.4,0.17,1.2,,,,,0.21,7.0,0.169,6.35,,8.82,0.06,0.5
연근조림,연근조림,조림류,50g,174,29.42,2.68,33.0,258.0,1.54,19.56,0.46,2.6,1994.04,172.74,8.26,4.58,,0.0,0.16,13.5,0.0,5.3,0.0,
연근조림,연근조림,조림류,100g,261,60.2,2.1,23.0,100.0,5.4,,,4.3,,,,,,1.0,1.27,,,0.0,,
연근조림,연근조림,조림류,40ml,71,14.28,1.54,16.0,248.0,0.48,,,1.6,,,,,,0.0,0.42300000000000004,6.91,,12.69,0.0,
연근조림,연근조림,조림류,60ml,76,15.97,1.32,17.0,231.0,0.46,,,1.5,,,,,,0.0,0.351,5.78,,11.96,0.0,
연근조림,연근조림,조림류,40ml,185,28.37,5.0,37.0,482.0,1.04,,,3.6,,,,,,0.0,1.526,24.63,,20.81,0.0,
연근조림,연근조림,조림류,110ml,76,16.09,1.6,20.0,289.0,0.56,,,1.9,,,,,,0.0,0.417,7.08,,15.09,0.0,
연근튀김,연근튀김,튀김류,120.4ml,156,16.27,3.1,27.0,273.0,0.73,15.09,0.36,1.9,,,,,0.49,15.0,0.275,12.69,,14.43,0.13,1.07
연근튀김,연근튀김,튀김류,41.7ml,209,22.14,4.4,38.0,375.0,1.02,20.78,0.51,2.6,,,,,0.64,22.0,0.38,17.92,,19.78,0.19,1.42
연근튀김,연근튀김,튀김류,120.4ml,156,16.27,3.1,27.0,273.0,0.73,15.09,0.36,1.9,,,,,0.49,15.0,0.275,12.69,,14.43,0.13,1.07
연두부찌개,연두부찌개,찌개 및 전골류,257.8ml,42,2.59,4.8,51.0,156.0,0.69,23.19,0.53,0.8,,,,,0.18,13.0,0.5569999999999999,13.23,,4.84,0.14,0.68
연두부찜,연두부찜,찜류,158.9ml,65,3.71,5.1,34.0,222.0,0.96,33.17,0.55,1.1,,,,,0.21,12.0,0.926,15.36,,0.14,0.0,0.9
연두부찜,연두부찜,찜류,108.2ml,65,3.68,5.1,34.0,221.0,0.95,33.0,0.55,1.1,,,,,0.21,12.0,0.92,15.27,,0.14,0.0,0.88
연두부찜,연두부찜,찜류,108.2ml,76,6.35,4.6,43.0,291.0,1.32,33.08,0.56,1.2,,,,,0.18,11.0,0.873,15.42,,0.0,0.0,0.88
연두부찜,연두부찜,찜류,158.9ml,65,3.71,5.1,34.0,222.0,0.96,33.17,0.55,1.1,,,,,0.21,12.0,0.926,15.36,,0.14,0.0,0.9
연어구이,연어구이,생선구이류,100g,234,0.2,24.78,14.0,397.0,0.32,,,0.0,,,,,,,7.14,,,3.68,1.85,
연어구이,연어구이,생선구이류,86.9ml,138,0.2,16.6,20.0,269.0,0.89,23.11,0.4,0.0,,,,,0.72,14.0,6.315,16.11,,0.81,25.78,1.52
연어구이,연어구이,생선구이류,53.9ml,223,0.32,26.8,33.0,434.0,1.44,37.25,0.65,0.0,,,,,1.16,23.0,10.182,25.97,,1.3,41.56,2.45
연어구이,연어구이,생선구이류,53.9ml,223,0.32,26.8,33.0,434.0,1.44,37.25,0.65,0.0,,,,,1.16,23.0,10.182,25.97,,1.3,41.56,2.45
연어구이,연어구이,생선구이류,86.9ml,138,0.2,16.6,20.0,269.0,0.89,23.11,0.4,0.0,,,,,0.68,14.0,6.315,16.11,,0.81,25.78,1.52
연어롤,연어롤,밥류,300g,170,24.77,6.19,45.0,110.0,0.0,11.42,0.49,3.0,-,493.75,140.76,0.0,,19.0,0.974,0.0,0.0,20.01,,
연어튀김,연어튀김,튀김류,70.9ml,149,9.66,13.1,28.0,215.0,0.91,19.62,0.48,0.4,,,,,0.5,19.0,4.372,18.02,,0.55,17.55,1.18
연잎밥,연잎밥,밥류,100g,207,47.0,4.0,14.0,98.0,5.9,,,,,,,,,0.0,1.28,,,3.0,,
연포탕,연포탕,국 및 탕류,1000g,54,2.02,9.49,55.0,103.0,0.0,24.25,1.8,1.4,-,679.17,204.53,0.0,,17.0,0.527,0.0,0.0,0.54,,
열무 겉절이,열무 겉절이,채소무침류,68.8ml,25,4.78,1.6,88.0,221.0,0.98,30.66,0.24,1.3,,,,,0.07,124.0,0.453,39.03,,3.81,0.0,0.58
열무 된장국,열무 된장국,된장국류,152.5ml,20,2.09,2.1,65.0,136.0,0.69,18.35,0.26,1.0,,,,,0.07,51.0,0.28200000000000003,23.89,,1.97,0.01,0.18
열무 된장국,열무 된장국,된장국류,152.5ml,20,2.14,2.1,67.0,137.0,0.68,18.41,0.27,1.0,,,,,0.07,51.0,0.29500000000000004,24.0,,1.91,0.02,0.18
열무 된장국,열무 된장국,된장국류,320ml,20,2.04,2.1,65.0,135.0,0.69,18.19,0.26,1.0,,,,,0.07,52.0,0.276,23.85,,1.98,0.01,0.17
열무 비빔밥,열무 비빔밥,밥류,600ml,84,16.86,2.5,20.0,89.0,0.25,12.7,0.6,0.9,,,,,0.01,15.0,0.47200000000000003,14.75,,0.55,0.0,0.19
열무 비빔밥,열무 비빔밥,밥류,600ml,89,16.86,2.3,20.0,86.0,0.24,12.53,0.59,0.9,,,,,0.01,16.0,0.43399999999999994,14.71,,0.57,0.0,0.19
열무김치,열무김치,김치류,100g,36,5.87,2.39,115.0,353.0,0.65,,,2.7,,,,,,146.0,0.422,,,3.3,0.0,
열무나물,열무나물,나물·숙채류,90g,82,4.76,3.91,138.0,479.0,0.8,35.01,0.58,4.0,3017.81,254.06,17.19,1.77,,226.0,0.1,51.13,0.0,3.49,0.0,
열무나물_된장,열무나물,나물·숙채류,90g,68,4.09,3.71,128.0,388.0,0.81,33.86,0.56,4.0,3234.24,268.77,15.62,3.66,,140.0,0.2,43.59,0.0,0.33,0.0,
열무나물_된장,열무나물,나물·숙채류,120ml,30,3.61,2.2,112.0,274.0,1.3,36.59,0.33,1.6,,,,,0.1,159.0,0.53,53.87,,5.28,0.0,0.46
열무나물_간장,열무나물,나물·숙채류,42.4ml,34,5.4,2.9,151.0,386.0,1.79,50.75,0.47,2.2,,,,,0.11,216.0,0.87,70.47,,6.81,0.0,0.88
열무나물_된장,열무나물,나물·숙채류,40ml,36,3.65,2.18,105.0,248.0,1.23,,,1.5,,,,,,141.0,0.502,49.46,,5.04,0.0,
열무나물_간장,열무나물,나물·숙채류,42.4ml,34,5.4,2.9,151.0,386.0,1.79,50.75,0.47,2.2,,,,,0.11,216.0,0.87,70.47,,6.81,0.0,0.88
열무나물_된장,열무나물,나물·숙채류,40.4ml,50,4.65,3.7,171.0,409.0,2.01,56.62,0.53,2.5,,,,,0.16,228.0,0.8170000000000001,82.08,,7.74,0.0,0.62
열무나물_간장,열무나물,나물·숙채류,100ml,34,5.38,2.9,151.0,384.0,1.79,50.79,0.47,2.2,,,,,0.11,216.0,0.859,70.56,,6.83,0.0,0.85
열무나물_된장,열무나물,나물·숙채류,120ml,30,3.61,2.19,112.0,274.0,1.31,,,1.6,,,,,,159.0,0.531,53.87,,5.28,0.0,
열무물김치,열무물김치,김치류,100g,18,2.91,1.41,32.0,103.0,0.21,,,0.5,,,,,,32.0,0.15400000000000003,,,3.88,0.0,
열무얼갈이김치,열무얼갈이김치,김치류,50g,35,5.22,2.15,79.0,308.0,0.0,33.32,0.4,3.1,-,124.72,19.58,0.0,,152.0,0.792,0.0,0.0,0.0,,
영양돌솥밥,영양돌솥밥,밥류,350g,184,36.06,3.43,9.0,36.0,0.48,6.89,1.14,2.1,2814.65,266.15,58.94,2.07,,10.0,0.279,8.67,0.0,0.0,0.0,
영양돌솥밥,영양돌솥밥,밥류,350ml,119,25.29,2.43,5.0,95.0,0.56,,,0.9,,,,,,3.0,0.583,10.93,,0.64,0.0,
영양돌솥밥,영양돌솥밥,밥류,220ml,111,23.8,2.35,5.0,95.0,0.54,,,0.9,,,,,,6.0,0.658,10.97,,0.74,0.0,
영양돌솥밥,영양돌솥밥,밥류,271.4ml,114,24.87,2.4,12.0,199.0,0.57,20.33,0.55,1.6,,,,,0.02,9.0,0.699,26.74,,2.14,0.0,0.14
영양돌솥밥,영양돌솥밥,밥류,339.1ml,131,27.9,2.9,12.0,180.0,0.35,22.52,0.65,1.8,,,,,0.02,1.0,0.771,23.55,,2.07,0.0,0.27
오겹살구이_돼지고기,오겹살구이,육류 및 채소구이류,100g,408,2.72,20.18,9.0,327.0,3.48,,,0.0,,,,,,,2.981,,,0.53,0.5,
오곡밥,오곡밥,밥류,250g,156,32.93,4.78,11.0,113.0,0.0,24.68,0.8,2.5,-,429.69,75.09,1.6,,0.0,0.228,15.65,0.0,0.0,,
오곡밥,오곡밥,밥류,276ml,144,29.8,3.4,6.0,87.0,0.38,19.85,0.79,1.5,,,,,0.02,0.0,0.603,15.77,,0.14,0.0,0.21
오곡밥,오곡밥,밥류,204ml,166,34.26,4.4,8.0,142.0,0.71,30.04,0.93,2.5,,,,,0.02,0.0,0.79,19.88,,0.28,0.0,0.24
오곡밥,오곡밥,밥류,294ml,166,34.21,4.4,8.0,144.0,0.72,30.4,0.94,2.5,,,,,0.02,0.0,0.7949999999999999,20.21,,0.29,0.0,0.24
오리 간장불고기,오리 간장불고기,육류 및 채소구이류,180ml,98,6.16,12.6,15.0,242.0,1.66,20.29,1.21,0.6,,,,,0.03,20.0,3.2960000000000003,8.98,,1.49,0.72,0.23
오리감자죽,오리감자죽,죽 및 스프류,302ml,97,15.11,3.7,6.0,135.0,0.5,13.51,0.61,1.1,,,,,0.01,17.0,0.9279999999999999,9.87,,2.28,0.13,0.21
오리고기구이,오리고기구이,육류 및 채소구이류,200g,293,4.89,24.06,8.0,335.0,2.74,24.93,2.56,2.2,22658.91,1878.33,657.0,63.89,,30.0,3.3899999999999997,3.35,2.59,0.0,0.0,
오리고기로스,오리고기로스,육류 및 채소구이류,330ml,174,0.5,11.76,12.0,162.0,1.13,,,0.1,,,,,,25.0,2.3970000000000002,4.96,,0.42,1.38,
오리고기로스,오리고기로스,육류 및 채소구이류,42.7ml,169,0.78,29.7,21.0,446.0,3.82,34.59,2.76,0.3,,,,,0.06,16.0,7.686999999999999,7.2,,0.63,1.83,0.43
오리고기로스,오리고기로스,육류 및 채소구이류,42.7ml,169,0.78,29.7,21.0,446.0,3.82,34.59,2.76,0.3,,,,,0.06,16.0,7.686999999999999,7.2,,0.63,1.83,0.43
오리고기로스,오리고기로스,육류 및 채소구이류,42.7ml,169,0.78,29.7,21.0,446.0,3.82,34.59,2.76,0.3,,,,,0.06,16.0,7.686999999999999,7.2,,0.63,1.83,0.43
오리백숙,오리백숙,찌개 및 전골류,300g,112,0.5,10.59,12.0,136.0,1.19,10.94,1.11,1.1,10519.89,865.1,276.01,30.82,,16.0,11.66,14.33,1.42,0.74,0.3,
오리백숙,오리백숙,찌개 및 전골류,810ml,124,5.57,7.36,8.0,123.0,0.82,,,0.3,,,,,,14.0,1.5130000000000001,7.04,,0.66,0.8,
오리백숙,오리백숙,찌개 및 전골류,270.6ml,151,13.4,7.5,11.0,128.0,1.23,13.55,1.11,0.7,,,,,0.07,13.0,1.5650000000000002,8.35,,0.86,0.73,0.22
오리볶음,오리볶음,볶음류,420ml,171,7.3,10.47,20.0,247.0,1.22,,,1.5,,,,,,51.0,2.494,16.36,,1.93,1.12,
오리불고기,오리불고기,육류 및 채소구이류,250g,145,9.05,6.75,14.0,302.0,0.95,20.42,0.72,3.6,6063.16,491.59,98.82,13.3,,67.0,11.072,26.05,0.4,2.62,0.0,
오리불고기,오리불고기,육류 및 채소구이류,127.3ml,130,9.62,14.3,17.0,304.0,1.95,23.84,1.45,1.1,,,,,0.04,32.0,3.759,11.01,,2.35,0.83,0.51
오리불고기,오리불고기,육류 및 채소구이류,150ml,75,5.92,9.2,11.0,197.0,1.26,,,0.8,,,,,,31.0,2.579,8.8,,1.21,0.53,
오리불고기,오리불고기,육류 및 채소구이류,260ml,81,7.36,9.62,13.0,214.0,1.31,,,1.0,,,,,,33.0,2.654,10.25,,2.28,0.55,
오리죽,오리죽,죽 및 스프류,400g,155,19.95,7.5,11.0,85.0,0.8,9.37,1.6,1.7,6934.33,555.38,149.49,7.36,,13.0,6.605,8.85,0.67,0.11,0.0,
오리탕,오리탕,찌개 및 전골류,600g,121,6.08,9.5,32.0,297.0,1.25,24.21,0.98,2.5,9058.39,720.96,189.38,19.63,,14.0,11.334,23.04,1.02,1.04,0.0,
오리탕,오리탕,찌개 및 전골류,840ml,104,3.71,6.68,20.0,187.0,0.87,,,1.3,,,,,,32.0,1.634,13.95,,2.16,0.67,
오리탕,오리탕,찌개 및 전골류,237ml,79,7.73,3.9,8.0,95.0,0.5,8.51,0.55,0.5,,,,,0.03,6.0,0.837,6.57,,0.95,0.35,0.14
오리탕,오리탕,찌개 및 전골류,237ml,79,7.73,3.9,8.0,95.0,0.5,8.51,0.55,0.5,,,,,0.03,6.0,0.837,6.57,,0.95,0.35,0.14
오리탕,오리탕,찌개 및 전골류,155.4ml,169,16.57,8.3,17.0,204.0,1.07,18.25,1.19,1.2,,,,,0.07,14.0,1.793,14.05,,2.02,0.76,0.29
오므라이스_수플레 오믈렛 라이스,오므라이스,밥류,243g,167,,4.94,,,,,,,,,,,,,0.0,,,,,
오므라이스,오므라이스,밥류,400g,173,20.54,6.5,19.0,163.0,0.84,12.24,0.92,2.4,6321.79,533.78,170.92,17.41,,64.0,1.124,53.35,0.39,67.24,0.0,
오므라이스,오므라이스,밥류,450ml,117,17.22,3.64,12.0,87.0,0.5,,,0.8,,,,,,35.0,0.48,16.97,,1.75,0.26,
오므라이스,오므라이스,밥류,374.5ml,106,18.49,2.9,9.0,73.0,0.31,10.11,0.54,0.9,,,,,0.07,30.0,0.40900000000000003,11.76,,0.89,0.09,0.35
오므라이스,오므라이스,밥류,374.5ml,106,18.49,2.9,9.0,73.0,0.31,10.11,0.54,0.9,,,,,0.07,30.0,0.40900000000000003,11.76,,0.89,0.09,0.35
오므라이스,오므라이스,밥류,531.4ml,107,18.69,2.9,10.0,72.0,0.31,10.19,0.54,0.9,,,,,0.07,30.0,0.40800000000000003,11.68,,0.86,0.09,0.35
오믈렛,오믈렛,전·적 및 부침류,198ml,78,1.33,4.5,15.0,69.0,0.56,5.26,0.44,0.2,,,,,0.2,50.0,0.437,16.56,,4.48,0.31,0.65
오믈렛,오믈렛,전·적 및 부침류,50.5ml,171,2.46,13.6,45.0,167.0,1.71,16.49,1.18,0.2,,,,,0.31,79.0,1.252,47.33,,9.52,0.76,1.51
오믈렛,오믈렛,전·적 및 부침류,140ml,88,2.77,6.3,29.0,92.0,0.9,8.43,0.6,0.3,,,,,0.18,69.0,0.579,36.96,,2.16,0.75,0.78
오미자차_문경오미자티 아이스,오미자차,음료 및 차류,650g,39,9.15,0.0,,,,,,,,,,,,,0.0,,,,,
오미자차_문경오미자티 핫,오미자차,음료 및 차류,500g,39,9.15,0.0,,,,,,,,,,,,,0.0,,,,,
오미자차_문경오미자차,오미자차,음료 및 차류,100g,27,,0.29,,,,,,,,,,,,,0.0,,,,,
오미자차_감귤 오미자차 핫,오미자차,음료 및 차류,360g,44,,0.03,,,,,,,,,,,,,0.0,,,,,
오미자차_감귤 오미자차 아이스,오미자차,음료 및 차류,360g,44,,0.03,,,,,,,,,,,,,0.0,,,,,
